,Date,Rounded_Time,Return,Positive,Negative
7417,01/09/2018,11:00,0.002367518190469653,0,1
7428,01/08/2018,13:00,0.001180035683681524,0,1
7450,01/05/2018,9:30,-8.787314053293471e-05,1,0
7465,01/04/2018,9:30,0.002409471559692733,0,1
7482,01/02/2018,16:00,-2.9675461734157693e-05,1,0
7490,01/02/2018,12:00,0.0003457396912001087,0,1
7518,12/28/2017,13:00,-0.00030180693155390514,1,0
7542,12/26/2017,16:00,2.984562351482367e-05,1,0
7557,12/22/2017,16:00,-0.00014160452860068062,1,0
7564,12/22/2017,12:30,-0.00024619608523401837,1,0
7568,12/22/2017,10:30,-0.00036535673017024095,0,1
7580,12/21/2017,12:00,-0.00011900024929722974,0,1
7588,12/20/2017,15:30,-0.0004029745546256791,0,1
7595,12/20/2017,12:00,0.0004400768340735439,0,1
7596,12/20/2017,11:30,-0.00023125095680498475,0,1
7598,12/20/2017,10:30,-0.0010707657743793675,1,0
7606,12/19/2017,14:00,0.0002792240567801585,1,0
7617,12/18/2017,16:00,-0.00023415939671611596,0,1
7622,12/18/2017,13:30,-0.0005385959861792244,1,0
7624,12/18/2017,12:30,-0.00012251330491253043,1,0
7633,12/15/2017,15:30,-0.001438185370334466,1,0
7637,12/15/2017,13:30,0.001057558558566818,1,0
7641,12/15/2017,11:30,0.00017950837192959312,1,0
7649,12/14/2017,15:00,-0.0006702715980484442,1,0
7650,12/14/2017,14:30,0.0016048767576783973,1,0
7651,12/14/2017,14:00,-0.0019963093751753647,1,0
7657,12/14/2017,11:00,-0.0007730063576305568,1,0
7677,12/12/2017,16:00,-0.00017640358182546834,1,0
7713,12/08/2017,13:00,0.000430149728921414,1,0
7716,12/08/2017,11:30,0.0005327258118290601,1,0
7724,12/07/2017,15:00,0.0004172293001003524,0,1
7725,12/07/2017,14:30,-0.00014415289335989456,1,0
7726,12/07/2017,14:00,-0.0007962629149877998,0,1
7734,12/07/2017,10:00,0.00015572508097871918,0,1
7739,12/06/2017,15:00,-0.0003267452404047688,1,0
7745,12/06/2017,12:00,-0.0012176005644137788,0,1
7749,12/06/2017,10:00,-0.0007000217140404885,0,1
7761,12/05/2017,11:30,-0.001602582617068471,1,0
7783,12/01/2017,15:30,0.0013939607402733145,1,0
7786,12/01/2017,14:00,0.000557243516562167,1,0
7798,11/30/2017,15:30,0.0005668056121912457,1,0
7799,11/30/2017,15:00,-0.00012850458476698634,0,1
7803,11/30/2017,13:00,-0.0004259915205402365,0,1
7810,11/30/2017,9:30,0.0010776558236482714,1,0
7819,11/29/2017,12:30,0.0005943876268039716,1,0
7827,11/28/2017,16:00,-8.754717561210157e-05,1,0
7839,11/28/2017,10:00,0.00048705003963700477,1,0
7858,11/24/2017,12:30,-0.0004801699509711099,1,0
7867,11/22/2017,15:30,-0.0006197587758540735,0,1
7868,11/22/2017,15:00,0.00018088506727576004,1,0
7889,11/21/2017,12:00,-0.0002423976603180833,1,0
7930,11/16/2017,14:00,0.00017773450375813127,0,1
7934,11/16/2017,12:00,0.0009744818036496739,1,0
7965,11/14/2017,11:30,0.0006905086374580094,0,1
8024,11/08/2017,12:00,0.0009843945321401648,1,0
8029,11/08/2017,9:30,-0.0011363461899032146,1,0
8032,11/07/2017,15:30,0.001692322362351284,0,1
8070,11/03/2017,11:30,0.00043370844629997407,1,0
8071,11/03/2017,11:00,0.0008175807428880688,1,0
8074,11/03/2017,9:30,-0.0013448597966432274,1,0
8077,11/02/2017,15:30,0.0007988738630819725,0,1
8079,11/02/2017,14:30,-0.0013935877818500586,0,1
8083,11/02/2017,12:30,-0.00028707985672493663,1,0
8091,11/01/2017,16:00,3.877005866392835e-05,0,1
8093,11/01/2017,15:00,-8.91263870883563e-05,1,0
8095,11/01/2017,14:00,-7.75692888055346e-05,1,0
8103,11/01/2017,10:00,-0.0011292095187247497,0,1
8104,11/01/2017,9:30,0.0015936443280448742,0,1
8109,10/31/2017,14:30,-0.00011251452516169991,0,1
8110,10/31/2017,14:00,0.0002871299826106011,1,0
8112,10/31/2017,13:00,-8.151620138985294e-05,0,1
8116,10/31/2017,11:00,0.000481396369318432,1,0
8119,10/31/2017,9:30,-0.001052576481794354,0,1
8136,10/27/2017,16:00,6.586632625182887e-05,0,1
8137,10/27/2017,15:30,-0.00023634662473348556,1,0
8142,10/27/2017,13:00,-0.0005078060755119296,0,1
8151,10/26/2017,16:00,7.811309995275906e-06,0,1
8163,10/26/2017,10:00,-0.0010845480292811516,1,0
8164,10/26/2017,9:30,0.0016977237022945957,1,0
8169,10/25/2017,14:30,-0.0008996605366409227,1,0
8170,10/25/2017,14:00,0.0010170513431404515,1,0
8173,10/25/2017,12:30,0.002276698202306804,1,0
8174,10/25/2017,12:00,-0.002539332543141981,1,0
8177,10/25/2017,10:30,-0.0014579113803749877,1,0
8185,10/24/2017,14:00,0.00047060746178573254,0,1
8194,10/24/2017,9:30,-0.0011062465097255725,1,0
8211,10/20/2017,16:00,9.320062606477109e-05,0,1
8216,10/20/2017,13:30,-1.942815178068713e-05,0,1
8227,10/19/2017,15:30,0.0006090609717741557,0,1
8242,10/18/2017,15:30,-0.0008585868968511434,1,0
8245,10/18/2017,14:00,-7.802746570728658e-05,0,1
8247,10/18/2017,13:00,0.00018340354098267397,0,1
8250,10/18/2017,11:30,-7.029108321443545e-05,1,0
8253,10/18/2017,10:00,-0.00027719378560675523,0,1
8261,10/17/2017,13:30,-5.087096970868288e-05,1,0
8264,10/17/2017,12:00,0.00023470780941448055,0,1
8266,10/17/2017,11:00,0.0006805195677337394,0,1
8292,10/13/2017,13:00,0.0004106671834902542,0,1
8293,10/13/2017,12:30,-7.43237032319044e-05,1,0
8294,10/13/2017,12:00,0.00023863594244399877,1,0
8295,10/13/2017,11:30,7.434086070556845e-05,0,1
8303,10/12/2017,15:00,0.0002390286826212673,1,0
8307,10/12/2017,13:00,0.00037196918957782543,0,1
8309,10/12/2017,12:00,-0.0004032281797599069,0,1
8316,10/11/2017,16:00,9.784295430925738e-05,0,1
8319,10/11/2017,14:30,0.0002468589174640101,1,0
8351,10/09/2017,13:30,7.849817295735306e-06,1,0
8402,10/04/2017,10:30,0.0002840707355229455,1,0
8403,10/04/2017,10:00,-3.551325532669125e-05,0,1
8404,10/04/2017,9:30,0.0003157213469640041,1,0
8406,10/03/2017,16:00,-4.339875367342927e-05,1,0
8438,09/29/2017,15:00,-2.384102802643895e-05,1,0
8443,09/29/2017,12:30,-0.00012312898571131825,0,1
8454,09/28/2017,14:30,2.7900284385040663e-05,1,0
8470,09/27/2017,14:00,0.0016000099174569016,0,1
8482,09/26/2017,15:30,-0.0015885436158553645,0,1
8491,09/26/2017,11:00,-0.0007567916401383101,1,0
8511,09/22/2017,16:00,0.00030377642289103335,1,0
8518,09/22/2017,12:30,-0.0002801120466493501,0,1
8521,09/22/2017,11:00,-0.00011209415921076271,1,0
8533,09/21/2017,12:30,-0.0002395467786424632,1,0
8536,09/21/2017,11:00,0.0006270105978511964,1,0
8538,09/21/2017,10:00,-0.00011995681569043626,1,0
8545,09/20/2017,14:00,-0.002493487857475607,0,1
8549,09/20/2017,12:00,0.00017546378312971456,0,1
8553,09/20/2017,10:00,-0.00022735839559029358,1,0
8558,09/19/2017,15:00,0.0002154166525398793,0,1
8560,09/19/2017,14:00,-0.00044679544692804996,0,1
8564,09/19/2017,12:00,0.0004707196512638845,0,1
8580,09/18/2017,11:30,-0.0005903776593862986,1,0
8587,09/15/2017,15:30,0.0005162013299768731,1,0
8590,09/15/2017,14:00,0.0001281578906962011,1,0
8595,09/15/2017,11:30,0.00021617899705095311,0,1
8596,09/15/2017,11:00,-0.00014412452383805174,1,0
8601,09/14/2017,16:00,-0.00024039232142403222,0,1
8604,09/14/2017,14:30,7.611889775471781e-05,0,1
8633,09/12/2017,15:00,6.416271667131213e-05,1,0
8636,09/12/2017,13:30,-0.0005531594362535586,1,0
8651,09/11/2017,13:30,-0.0001366702310239276,0,1
8652,09/11/2017,13:00,0.00027737745822697946,1,0
8673,09/08/2017,10:00,-0.00020706329511721577,1,0
8678,09/07/2017,15:00,-0.0009213840895210268,0,1
8679,09/07/2017,14:30,-3.245607273694162e-05,0,1
8682,09/07/2017,13:00,0.0002435658045651934,0,1
8695,09/06/2017,14:00,0.0010054082074173465,1,0
8698,09/06/2017,12:30,0.0005112516037248938,1,0
8707,09/05/2017,15:30,0.0001301935002731014,0,1
8724,09/01/2017,14:30,0.00010893795590760647,1,0
8738,08/31/2017,15:00,0.00014154768259544426,0,1
8754,08/30/2017,14:30,5.6924221678578135e-05,1,0
8800,08/25/2017,14:00,0.00048620744855210063,0,1
8806,08/25/2017,11:00,-0.0011899627445135508,1,0
8807,08/25/2017,10:30,-0.0019066561119132075,0,1
8814,08/24/2017,14:30,0.00047931274844881244,0,1
8819,08/24/2017,12:00,4.916642425900619e-05,0,1
8830,08/23/2017,14:00,0.00025365342895433685,1,0
8843,08/22/2017,15:00,0.00020393846023747386,1,0
8845,08/22/2017,14:00,0.0011553167281181942,1,0
8883,08/18/2017,10:00,0.002034538319084511,0,1
8891,08/17/2017,13:30,0.00017590113583398903,1,0
8892,08/17/2017,13:00,-0.00023316268929907125,0,1
8904,08/16/2017,14:30,0.0009485782173470625,0,1
8909,08/16/2017,12:00,0.0005255753149100428,0,1
8928,08/15/2017,10:00,-0.0012004024411309544,0,1
8947,08/11/2017,15:30,0.00030723665452025983,0,1
8952,08/11/2017,13:00,5.728478313127283e-05,0,1
8963,08/10/2017,15:00,-0.00267659003059606,1,0
8970,08/10/2017,11:30,-0.0009583837898050618,0,1
8982,08/09/2017,13:00,8.09798562695363e-06,1,0
8997,08/08/2017,13:00,-0.0009261012205961094,0,1
9007,08/07/2017,15:30,-7.255928701610515e-05,0,1
9008,08/07/2017,15:00,0.0005725529566271703,0,1
9012,08/07/2017,13:00,4.8393145926972636e-05,1,0
9032,08/04/2017,10:30,-0.000698579247495168,1,0
9040,08/03/2017,14:00,0.00020215660736866425,1,0
9042,08/03/2017,13:00,-0.00032770238443813327,0,1
9046,08/03/2017,11:00,-0.000683210631297726,1,0
9057,08/02/2017,13:00,0.0008215547271488433,1,0
9061,08/02/2017,11:00,0.0017776774613977864,0,1
9096,07/28/2017,16:00,2.4271157371025254e-05,1,0
9097,07/28/2017,15:30,0.0005503310218051283,0,1
9115,07/27/2017,14:00,0.001106609570993733,0,1
9116,07/27/2017,13:30,-0.0003000786715245951,1,0
9127,07/26/2017,15:30,-6.860661975860438e-05,1,0
9134,07/26/2017,12:00,4.033494135846638e-05,1,0
9152,07/25/2017,10:30,-0.0003228579412759558,0,1
9153,07/25/2017,10:00,0.00017352248673052628,0,1
9158,07/24/2017,15:00,0.0005703710600313272,0,1
9175,07/21/2017,14:00,-0.00018214678247652216,0,1
9181,07/21/2017,11:00,0.0007985197409379197,0,1
9183,07/21/2017,10:00,0.000640373546085371,0,1
9188,07/20/2017,15:00,0.00035136396215396104,0,1
9194,07/20/2017,12:00,0.001030546705254487,1,0
9265,07/13/2017,14:00,-0.0003064733320679025,1,0
9266,07/13/2017,13:30,-0.00015933032273540704,1,0
9278,07/12/2017,15:00,0.00014726275383392107,1,0
9337,07/06/2017,15:30,-0.00015764822076835827,0,1
9344,07/06/2017,12:00,-0.0012108014876561768,1,0
9346,07/06/2017,11:00,0.0011746168336363993,1,0
9376,06/30/2017,15:30,-0.0028264202409644668,1,0
9381,06/30/2017,13:00,0.0007996307286415316,1,0
9390,06/29/2017,16:00,-2.4796154943551585e-05,1,0
9393,06/29/2017,14:30,-0.00011155618828162517,0,1
9396,06/29/2017,13:00,-0.003918670926538859,1,0
9399,06/29/2017,11:30,-0.0022461342094022285,1,0
9407,06/28/2017,15:00,0.0006102818339766003,1,0
9441,06/26/2017,13:00,-0.00042163089910118856,0,1
9453,06/23/2017,14:30,-0.0004839338171427343,1,0
9474,06/22/2017,11:30,-0.00026225101670185325,0,1
9500,06/20/2017,13:30,9.821413964150594e-05,0,1
9504,06/20/2017,11:30,-0.00015547899837375923,1,0
9537,06/16/2017,10:00,-0.001141286893812321,0,1
9543,06/15/2017,14:30,5.347692574719787e-05,0,1
9571,06/13/2017,15:30,-0.00040152251318925636,0,1
9585,06/12/2017,16:00,-3.7045650535638686e-05,1,0
9592,06/12/2017,12:30,-0.0008464761293351941,1,0
9594,06/12/2017,11:30,-0.00048640338638339387,0,1
9605,06/09/2017,13:30,-0.0031365062535302357,0,1
9606,06/09/2017,13:00,-0.0010788615981081051,1,0
9652,06/06/2017,12:30,0.0002507125798922871,0,1
9660,06/05/2017,16:00,-3.694361378769884e-05,1,0
9661,06/05/2017,15:30,-0.0008001428374040387,1,0
9680,06/02/2017,13:30,0.000590611751475123,1,0
9694,06/01/2017,14:00,0.00038341582740208935,0,1
9707,05/31/2017,15:00,0.0009588663697313038,1,0
9736,05/26/2017,15:30,0.0003477972873744406,0,1
9737,05/26/2017,15:00,-0.00015735185148635367,0,1
9752,05/25/2017,15:00,-0.0004966681944740259,0,1
9757,05/25/2017,12:30,0.0008776106373309389,0,1
9767,05/24/2017,15:00,0.00031638587684224007,1,0
9797,05/22/2017,15:00,0.00018386424184857475,0,1
9841,05/17/2017,15:30,-0.0027702256768460387,1,0
9858,05/16/2017,14:30,-2.9186184929308467e-05,1,0
9865,05/16/2017,11:00,0.0008962535121330717,0,1
9873,05/15/2017,14:30,0.0002042011263156951,1,0
9885,05/12/2017,16:00,0.00012966669403713382,0,1
9901,05/11/2017,15:30,0.0006683877900455215,0,1
9903,05/11/2017,14:30,-0.0007018277050487853,1,0
9919,05/10/2017,14:00,-0.0007132087814278876,0,1
9938,05/09/2017,12:00,-0.0005748371453098144,1,0
9952,05/08/2017,12:30,0.0007926707577450287,1,0
9958,05/08/2017,9:30,-0.0013259117584505375,0,1
9963,05/05/2017,14:30,0.0005012322063082664,1,0
9964,05/05/2017,14:00,8.774147189871684e-05,1,0
9981,05/04/2017,13:00,-0.0004063840049557399,1,0
9982,05/04/2017,12:30,0.0018027314159514418,0,1
9987,05/04/2017,10:00,0.0013690803552774966,0,1
9991,05/03/2017,15:30,0.0004356732687016418,0,1
10005,05/02/2017,16:00,0.00013801727747253523,1,0
10021,05/01/2017,15:30,-0.0012299404150946103,1,0
10024,05/01/2017,14:00,3.761055937712143e-05,1,0
10055,04/27/2017,13:30,-0.00046022216991215004,1,0
10066,04/26/2017,15:30,-0.002572485873948871,1,0
10071,04/26/2017,13:00,-0.0005175789110314355,1,0
10078,04/26/2017,9:30,0.0008451918711998019,1,0
10087,04/25/2017,12:30,-0.0007286493509095493,0,1
10096,04/24/2017,15:30,-0.0006358577661504938,0,1
10106,04/24/2017,10:30,-0.00043400858164233114,1,0
10112,04/21/2017,15:00,-0.0005104775628348435,1,0
10128,04/20/2017,14:30,-0.0005129846704647889,1,0
10142,04/19/2017,15:00,-0.0006288272579233478,0,1
10147,04/19/2017,12:30,0.0002813623069810589,1,0
10189,04/13/2017,14:00,0.001613397106495995,1,0
10217,04/11/2017,15:00,-0.0011104895591520503,0,1
10265,04/06/2017,13:30,-0.0007410560175173941,0,1
10275,04/05/2017,16:00,4.6750917495508304e-05,0,1
10290,04/04/2017,16:00,8.474360826404848e-05,0,1
10293,04/04/2017,14:30,-0.0009751630990955107,1,0
10295,04/04/2017,13:30,0.000436991553501187,0,1
10308,04/03/2017,14:30,0.001286561555571275,0,1
10312,04/03/2017,12:30,0.0005355162121629675,0,1
10315,04/03/2017,11:00,-0.0003656804673832781,1,0
10323,03/31/2017,14:30,-0.000274846669003459,0,1
10325,03/31/2017,13:30,-0.0011863925141577525,0,1
10327,03/31/2017,12:30,-0.0004475482033443612,1,0
10328,03/31/2017,12:00,0.0007981267671555159,1,0
10333,03/31/2017,9:30,0.00043122947572094006,1,0
10366,03/28/2017,15:30,-0.0011186868462447208,0,1
10377,03/28/2017,10:00,0.0011662805307848245,0,1
10402,03/24/2017,12:30,-0.00032320483387504595,0,1
10403,03/24/2017,12:00,-0.0011134770103984337,0,1
10420,03/23/2017,11:00,0.0016302551732891857,0,1
10422,03/23/2017,10:00,0.0005962013633720176,1,0
10446,03/21/2017,13:00,-0.0005017049569939758,1,0
10447,03/21/2017,12:30,-0.0013253305708227359,0,1
10448,03/21/2017,12:00,-0.0005813990661929225,0,1
10463,03/20/2017,12:00,-0.0006394588376981147,1,0
10481,03/17/2017,10:30,-0.0006300218195933738,0,1
10487,03/16/2017,15:00,0.0006010234390920743,0,1
10496,03/16/2017,10:30,-0.00012587905556937784,0,1
10501,03/15/2017,15:30,-0.0007627605595148523,1,0
10525,03/14/2017,11:00,0.0010535380174072628,1,0
10527,03/14/2017,10:00,-0.0018034117300329555,1,0
10531,03/13/2017,15:30,0.0005478274564847396,1,0
10538,03/13/2017,12:00,-0.0008350238129581911,0,1
10558,03/10/2017,9:30,0.001541474814043653,1,0
10570,03/09/2017,11:00,0.00017328422248308328,0,1
10607,03/06/2017,15:00,0.00045451294250486995,0,1
10620,03/03/2017,16:00,0.00021402807206705177,1,0
10622,03/03/2017,15:00,0.00045756120679296686,0,1
10623,03/03/2017,14:30,0.000869523266223915,0,1
10629,03/03/2017,11:30,0.0006981448976226545,1,0
10631,03/03/2017,10:30,1.2621083520514276e-05,0,1
10681,02/27/2017,15:30,-0.000573754946445959,0,1
10690,02/27/2017,11:00,5.9142851124960316e-05,0,1
10705,02/24/2017,11:00,0.00027974399368613234,0,1
10743,02/21/2017,14:30,0.00022426695478117153,1,0
10756,02/17/2017,15:30,0.0013664839010329999,0,1
10768,02/17/2017,9:30,-5.12174822455691e-05,0,1
10786,02/15/2017,15:30,-0.0004043456571967141,1,0
10790,02/15/2017,13:30,0.0009126734286439842,1,0
10791,02/15/2017,13:00,0.0002645751024656917,0,1
10796,02/15/2017,10:30,0.001508756844273762,1,0
10801,02/14/2017,15:30,0.0010359456926600785,1,0
10804,02/14/2017,14:00,0.000231247538672541,0,1
10822,02/13/2017,12:30,0.0007519395021544639,1,0
10826,02/13/2017,10:30,0.0001504932958074079,1,0
10828,02/13/2017,9:30,0.0009858643362425923,1,0
10858,02/09/2017,9:30,0.0012880263215206966,0,1
10860,02/08/2017,16:00,9.587894854323764e-05,0,1
10861,02/08/2017,15:30,-0.00037474890083721846,0,1
10865,02/08/2017,13:30,0.0004315822351026455,0,1
10866,02/08/2017,13:00,0.0007895362866161548,0,1
10869,02/08/2017,11:30,-0.0011169529292311964,0,1
10873,02/08/2017,9:30,-0.0007471507035878844,0,1
10887,02/07/2017,10:00,-2.176103338857871e-05,0,1
10901,02/06/2017,10:30,-0.001268595886988244,0,1
10930,02/02/2017,11:00,-0.0008500979877359427,0,1
10967,01/30/2017,15:00,-0.0007865245469362847,1,0
10980,01/27/2017,16:00,0.00018740670578676344,1,0
10984,01/27/2017,14:00,3.924792259102361e-05,1,0
10991,01/27/2017,10:30,-0.0005059360360535337,0,1
10992,01/27/2017,10:00,-0.0003923637349299014,0,1
11001,01/26/2017,13:00,-0.0005313334416481297,0,1
11010,01/25/2017,16:00,-8.701781254671914e-06,1,0
11034,01/24/2017,11:30,0.0008714981074930961,0,1
11035,01/24/2017,11:00,0.0005373597268079067,1,0
11036,01/24/2017,10:30,0.00036134013515987107,0,1
11063,01/20/2017,12:00,-0.0023159879494416558,0,1
